Driver,Team,Year,RoundNumber,EventName,QualiTimeSeconds,GapToPole,QualiPosition,QualiTeammateGap
STR,Aston Martin,2023,14,Italian Grand Prix,82.86,2.5660000000000025,20,1.4429999999999978
MAG,Haas F1 Team,2023,14,Italian Grand Prix,82.592,2.298000000000002,19,0.8160000000000025
NOR,McLaren,2023,14,Italian Grand Prix,80.979,0.6850000000000023,9,0.1940000000000026
OCO,Alpine,2023,14,Italian Grand Prix,82.548,2.254000000000005,18,0.0030000000000001
PER,Red Bull Racing,2023,14,Italian Grand Prix,80.688,0.3940000000000054,5,0.3810000000000002
GAS,Alpine,2023,15,Singapore Grand Prix,92.274,1.2900000000000065,14,0.6009999999999991
BOT,Alfa Romeo,2023,15,Singapore Grand Prix,92.809,1.8250000000000028,16,-0.448999999999998
ALO,Aston Martin,2023,15,Singapore Grand Prix,91.615,0.6310000000000002,7,-1.782000000000011
ALB,Williams,2023,15,Singapore Grand Prix,92.668,1.6840000000000117,15,-0.583999999999989
HAM,Mercedes,2023,15,Singapore Grand Prix,91.485,0.5010000000000048,5,0.429000000000002
HUL,Haas F1 Team,2023,15,Singapore Grand Prix,91.808,0.8240000000000123,9,0.2330000000000041
LAW,AlphaTauri,2023,15,Singapore Grand Prix,92.166,1.1820000000000022,12,0.1749999999999971
LEC,Ferrari,2023,15,Singapore Grand Prix,91.063,0.0790000000000077,3,0.0790000000000077
SAR,Williams,2023,15,Singapore Grand Prix,93.252,2.2680000000000007,18,0.583999999999989
SAI,Ferrari,2023,15,Singapore Grand Prix,90.984,0.0,1,-0.0790000000000077
RUS,Mercedes,2023,15,Singapore Grand Prix,91.056,0.0720000000000027,2,-0.429000000000002
PIA,McLaren,2023,15,Singapore Grand Prix,92.902,1.9180000000000064,17,1.632000000000005
PER,Red Bull Racing,2023,15,Singapore Grand Prix,92.099,1.115000000000009,11,-0.073999999999998
OCO,Alpine,2023,15,Singapore Grand Prix,91.673,0.6890000000000072,8,-0.6009999999999991
NOR,McLaren,2023,15,Singapore Grand Prix,91.27,0.2860000000000013,4,-1.632000000000005
MAG,Haas F1 Team,2023,15,Singapore Grand Prix,91.575,0.5910000000000082,6,-0.2330000000000041
ZHO,Alfa Romeo,2023,15,Singapore Grand Prix,93.258,2.274000000000001,19,0.448999999999998
VER,Red Bull Racing,2023,15,Singapore Grand Prix,92.173,1.1890000000000072,13,0.073999999999998
TSU,AlphaTauri,2023,15,Singapore Grand Prix,91.991,1.007000000000005,10,-0.1749999999999971
STR,Aston Martin,2023,15,Singapore Grand Prix,93.397,2.413000000000011,20,1.782000000000011
GAS,Alpine,2023,16,Japanese Grand Prix,90.509,1.632000000000005,12,-0.0769999999999981
BOT,Alfa Romeo,2023,16,Japanese Grand Prix,91.049,2.172000000000012,16,-0.3299999999999983
ALO,Aston Martin,2023,16,Japanese Grand Prix,90.465,1.588000000000008,11,-0.715999999999994
ALB,Williams,2023,16,Japanese Grand Prix,90.537,1.6600000000000108,13,
LEC,Ferrari,2023,16,Japanese Grand Prix,89.542,0.6650000000000063,4,-0.3079999999999927
LAW,AlphaTauri,2023,16,Japanese Grand Prix,90.425,1.5480000000000018,10,0.2210000000000036
HUL,Haas F1 Team,2023,16,Japanese Grand Prix,91.299,2.422000000000012,18,0.6340000000000003
HAM,Mercedes,2023,16,Japanese Grand Prix,89.908,1.031000000000006,7,-0.3109999999999928
MAG,Haas F1 Team,2023,16,Japanese Grand Prix,90.665,1.788000000000011,15,-0.6340000000000003
NOR,McLaren,2023,16,Japanese Grand Prix,89.493,0.6159999999999997,3,0.0349999999999965
OCO,Alpine,2023,16,Japanese Grand Prix,90.586,1.7090000000000032,14,0.0769999999999981
PER,Red Bull Racing,2023,16,Japanese Grand Prix,89.65,0.7730000000000103,5,0.7730000000000103
SAR,Williams,2023,16,Japanese Grand Prix,,,20,
SAI,Ferrari,2023,16,Japanese Grand Prix,89.85,0.972999999999999,6,0.3079999999999927
RUS,Mercedes,2023,16,Japanese Grand Prix,90.219,1.3419999999999987,9,0.3109999999999928
PIA,McLaren,2023,16,Japanese Grand Prix,89.458,0.5810000000000031,2,-0.0349999999999965
ZHO,Alfa Romeo,2023,16,Japanese Grand Prix,91.379,2.502000000000009,19,0.3299999999999983
VER,Red Bull Racing,2023,16,Japanese Grand Prix,88.877,0.0,1,-0.7730000000000103
TSU,AlphaTauri,2023,16,Japanese Grand Prix,90.204,1.3269999999999982,8,-0.2210000000000036
STR,Aston Martin,2023,16,Japanese Grand Prix,91.181,2.304000000000002,17,0.715999999999994
ZHO,Alfa Romeo,2023,17,Qatar Grand Prix,87.432,3.6539999999999964,20,2.3739999999999952
VER,Red Bull Racing,2023,17,Qatar Grand Prix,83.778,0.0,1,-1.4969999999999999
TSU,AlphaTauri,2023,17,Qatar Grand Prix,85.301,1.5229999999999961,12,-1.3340000000000032
STR,Aston Martin,2023,17,Qatar Grand Prix,86.345,2.566999999999993,17,1.975999999999999
SAR,Williams,2023,17,Qatar Grand Prix,86.21,2.431999999999988,16,0.5030000000000001
SAI,Ferrari,2023,17,Qatar Grand Prix,85.328,1.5499999999999972,13,0.9039999999999964
RUS,Mercedes,2023,17,Qatar Grand Prix,84.219,0.4409999999999883,3,-0.08600000000001273
PIA,McLaren,2023,17,Qatar Grand Prix,84.228,0.44999999999998863,4,0.15399999999999636
PER,Red Bull Racing,2023,17,Qatar Grand Prix,85.275,1.4969999999999999,11,1.4969999999999999
OCO,Alpine,2023,17,Qatar Grand Prix,84.763,0.9849999999999994,9,0.21000000000000796
NOR,McLaren,2023,17,Qatar Grand Prix,84.074,0.29599999999999227,2,-0.15399999999999636
MAG,Haas F1 Team,2023,17,Qatar Grand Prix,87.046,3.2680000000000007,19,1.4990000000000094
LEC,Ferrari,2023,17,Qatar Grand Prix,84.424,0.6460000000000008,7,-0.9039999999999964
LAW,AlphaTauri,2023,17,Qatar Grand Prix,86.635,2.8569999999999993,18,1.3340000000000032
HUL,Haas F1 Team,2023,17,Qatar Grand Prix,85.547,1.7689999999999912,14,-1.4990000000000094
HAM,Mercedes,2023,17,Qatar Grand Prix,84.305,0.527000000000001,5,0.08600000000001273
GAS,Alpine,2023,17,Qatar Grand Prix,84.553,0.7749999999999915,8,-0.21000000000000796
BOT,Alfa Romeo,2023,17,Qatar Grand Prix,85.058,1.2800000000000011,10,-2.3739999999999952
ALO,Aston Martin,2023,17,Qatar Grand Prix,84.369,0.590999999999994,6,-1.975999999999999
ALB,Williams,2023,17,Qatar Grand Prix,85.707,1.9289999999999878,15,-0.5030000000000001
GAS,Alpine,2023,18,United States Grand Prix,95.089,0.3709999999999951,7,-0.0649999999999977
BOT,Alfa Romeo,2023,18,United States Grand Prix,95.858,1.1400000000000006,13,0.1600000000000108
ALO,Aston Martin,2023,18,United States Grand Prix,96.268,1.5499999999999972,17,-0.3209999999999979
ALB,Williams,2023,18,United States Grand Prix,96.315,1.5969999999999942,18,-0.5120000000000005
RIC,AlphaTauri,2023,18,United States Grand Prix,95.974,1.2560000000000002,15,0.277000000000001
RUS,Mercedes,2023,18,United States Grand Prix,95.079,0.36099999999999,6,0.2169999999999987
SAI,Ferrari,2023,18,United States Grand Prix,94.945,0.2269999999999896,5,0.2219999999999942
SAR,Williams,2023,18,United States Grand Prix,96.827,2.1089999999999947,20,0.5120000000000005
PIA,McLaren,2023,18,United States Grand Prix,95.467,0.7489999999999952,10,0.6140000000000043
PER,Red Bull Racing,2023,18,United States Grand Prix,95.173,0.4549999999999983,9,0.4549999999999983
OCO,Alpine,2023,18,United States Grand Prix,95.154,0.4359999999999928,8,0.0649999999999977
NOR,McLaren,2023,18,United States Grand Prix,94.853,0.1349999999999909,3,-0.6140000000000043
STR,Aston Martin,2023,18,United States Grand Prix,96.589,1.8709999999999951,19,0.3209999999999979
TSU,AlphaTauri,2023,18,United States Grand Prix,95.697,0.9789999999999992,11,-0.277000000000001
VER,Red Bull Racing,2023,18,United States Grand Prix,94.718,0.0,1,-0.4549999999999983
ZHO,Alfa Romeo,2023,18,United States Grand Prix,95.698,0.9799999999999898,12,-0.1600000000000108
MAG,Haas F1 Team,2023,18,United States Grand Prix,95.88,1.161999999999992,14,-0.355000000000004
LEC,Ferrari,2023,18,United States Grand Prix,94.723,0.0049999999999954,2,-0.2219999999999942
HUL,Haas F1 Team,2023,18,United States Grand Prix,96.235,1.516999999999996,16,0.355000000000004
HAM,Mercedes,2023,18,United States Grand Prix,94.862,0.1439999999999912,4,-0.2169999999999987
SAR,Williams,2023,19,Mexico City Grand Prix,79.965,2.7990000000000066,19,1.6629999999999967
SAI,Ferrari,2023,19,Mexico City Grand Prix,77.233,0.0670000000000072,2,0.0670000000000072
RUS,Mercedes,2023,19,Mexico City Grand Prix,77.673,0.507000000000005,8,0.2190000000000083
RIC,AlphaTauri,2023,19,Mexico City Grand Prix,77.382,0.2160000000000081,4,-1.5079999999999956
STR,Aston Martin,2023,19,Mexico City Grand Prix,79.227,2.061000000000007,18,0.4890000000000043
TSU,AlphaTauri,2023,19,Mexico City Grand Prix,78.89,1.7240000000000038,15,1.5079999999999956
VER,Red Bull Racing,2023,19,Mexico City Grand Prix,77.263,0.0970000000000084,3,-0.1599999999999966
ZHO,Alfa Romeo,2023,19,Mexico City Grand Prix,78.05,0.8840000000000003,10,0.0339999999999918
PIA,McLaren,2023,19,Mexico City Grand Prix,77.623,0.4570000000000078,7,-3.930999999999997
PER,Red Bull Racing,2023,19,Mexico City Grand Prix,77.423,0.257000000000005,5,0.1599999999999966
OCO,Alpine,2023,19,Mexico City Grand Prix,79.08,1.9140000000000013,16,0.5589999999999975
NOR,McLaren,2023,19,Mexico City Grand Prix,81.554,4.388000000000005,20,3.930999999999997
HAM,Mercedes,2023,19,Mexico City Grand Prix,77.454,0.2879999999999967,6,-0.2190000000000083
HUL,Haas F1 Team,2023,19,Mexico City Grand Prix,78.524,1.358000000000004,13,-0.6389999999999958
LEC,Ferrari,2023,19,Mexico City Grand Prix,77.166,0.0,1,-0.0670000000000072
MAG,Haas F1 Team,2023,19,Mexico City Grand Prix,79.163,1.997,17,0.6389999999999958
GAS,Alpine,2023,19,Mexico City Grand Prix,78.521,1.355000000000004,12,-0.5589999999999975
BOT,Alfa Romeo,2023,19,Mexico City Grand Prix,78.016,0.8500000000000085,9,-0.0339999999999918
ALO,Aston Martin,2023,19,Mexico City Grand Prix,78.738,1.5720000000000027,14,-0.4890000000000043
ALB,Williams,2023,19,Mexico City Grand Prix,78.302,1.13600000000001,11,-1.6629999999999967
ZHO,Alfa Romeo,2023,20,São Paulo Grand Prix,71.275,1.2540000000000049,20,0.3200000000000074
VER,Red Bull Racing,2023,20,São Paulo Grand Prix,70.162,0.1410000000000053,2,-0.0569999999999879
TSU,AlphaTauri,2023,20,São Paulo Grand Prix,70.837,0.8160000000000025,16,-0.0060000000000002
STR,Aston Martin,2023,20,São Paulo Grand Prix,70.375,0.3539999999999992,10,0.1380000000000052
PIA,McLaren,2023,20,São Paulo Grand Prix,70.33,0.3089999999999975,9,0.3089999999999975
PER,Red Bull Racing,2023,20,São Paulo Grand Prix,70.219,0.1979999999999933,3,0.0569999999999879
OCO,Alpine,2023,20,São Paulo Grand Prix,70.562,0.5409999999999968,12,-0.0049999999999954
NOR,McLaren,2023,20,São Paulo Grand Prix,70.021,0.0,1,-0.3089999999999975
MAG,Haas F1 Team,2023,20,São Paulo Grand Prix,70.602,0.5810000000000031,14,0.1270000000000095
LEC,Ferrari,2023,20,São Paulo Grand Prix,70.303,0.2819999999999965,7,0.0489999999999923
HUL,Haas F1 Team,2023,20,São Paulo Grand Prix,70.475,0.4539999999999935,11,-0.1270000000000095
HAM,Mercedes,2023,20,São Paulo Grand Prix,70.266,0.2450000000000045,6,-0.0499999999999971
GAS,Alpine,2023,20,São Paulo Grand Prix,70.567,0.5459999999999923,13,0.0049999999999954
BOT,Alfa Romeo,2023,20,São Paulo Grand Prix,70.955,0.9339999999999976,18,-0.3200000000000074
ALO,Aston Martin,2023,20,São Paulo Grand Prix,70.237,0.2159999999999939,4,-0.1380000000000052
ALB,Williams,2023,20,São Paulo Grand Prix,70.621,0.5999999999999943,15,-0.4140000000000015
SAR,Williams,2023,20,São Paulo Grand Prix,71.035,1.0139999999999958,19,0.4140000000000015
SAI,Ferrari,2023,20,São Paulo Grand Prix,70.254,0.2330000000000041,5,-0.0489999999999923
RUS,Mercedes,2023,20,São Paulo Grand Prix,70.316,0.2950000000000017,8,0.0499999999999971
RIC,AlphaTauri,2023,20,São Paulo Grand Prix,70.843,0.8220000000000027,17,0.0060000000000002
RIC,AlphaTauri,2023,21,Las Vegas Grand Prix,94.308,1.5820000000000078,15,-2.138999999999996
RUS,Mercedes,2023,21,Las Vegas Grand Prix,93.112,0.3859999999999957,4,-0.7250000000000085
SAI,Ferrari,2023,21,Las Vegas Grand Prix,92.77,0.0439999999999969,2,0.0439999999999969
SAR,Williams,2023,21,Las Vegas Grand Prix,93.513,0.7870000000000061,7,0.1900000000000119
GAS,Alpine,2023,21,Las Vegas Grand Prix,93.239,0.5130000000000052,5,-1.5949999999999989
BOT,Alfa Romeo,2023,21,Las Vegas Grand Prix,93.525,0.7990000000000066,8,-1.323999999999998
ALO,Aston Martin,2023,21,Las Vegas Grand Prix,93.555,0.8290000000000077,10,-0.6439999999999912
ALB,Williams,2023,21,Las Vegas Grand Prix,93.323,0.5969999999999942,6,-0.1900000000000119
HAM,Mercedes,2023,21,Las Vegas Grand Prix,93.837,1.1110000000000042,11,0.7250000000000085
HUL,Haas F1 Team,2023,21,Las Vegas Grand Prix,93.979,1.253,13,0.441999999999993
LEC,Ferrari,2023,21,Las Vegas Grand Prix,92.726,0.0,1,-0.0439999999999969
MAG,Haas F1 Team,2023,21,Las Vegas Grand Prix,93.537,0.811000000000007,9,-0.441999999999993
STR,Aston Martin,2023,21,Las Vegas Grand Prix,94.199,1.472999999999999,14,0.6439999999999912
TSU,AlphaTauri,2023,21,Las Vegas Grand Prix,96.447,3.721000000000004,20,2.138999999999996
VER,Red Bull Racing,2023,21,Las Vegas Grand Prix,93.104,0.3780000000000001,3,-0.7510000000000048
ZHO,Alfa Romeo,2023,21,Las Vegas Grand Prix,94.849,2.1230000000000047,18,1.323999999999998
PIA,McLaren,2023,21,Las Vegas Grand Prix,94.85,2.1239999999999952,19,0.1469999999999913
PER,Red Bull Racing,2023,21,Las Vegas Grand Prix,93.855,1.1290000000000049,12,0.7510000000000048
OCO,Alpine,2023,21,Las Vegas Grand Prix,94.834,2.108000000000004,17,1.5949999999999989
NOR,McLaren,2023,21,Las Vegas Grand Prix,94.703,1.977000000000004,16,-0.1469999999999913
PIA,McLaren,2023,22,Abu Dhabi Grand Prix,83.782,0.3370000000000033,3,-0.034000000000006
PER,Red Bull Racing,2023,22,Abu Dhabi Grand Prix,83.868,0.4230000000000018,6,0.4230000000000018
OCO,Alpine,2023,22,Abu Dhabi Grand Prix,84.391,0.9460000000000122,13,0.3130000000000024
NOR,McLaren,2023,22,Abu Dhabi Grand Prix,83.816,0.3710000000000093,5,0.034000000000006
ALB,Williams,2023,22,Abu Dhabi Grand Prix,84.298,0.8530000000000086,11,-0.2339999999999946
ALO,Aston Martin,2023,22,Abu Dhabi Grand Prix,84.084,0.63900000000001,9,-0.3209999999999979
BOT,Alfa Romeo,2023,22,Abu Dhabi Grand Prix,84.788,1.3430000000000035,19,-0.3260000000000076
GAS,Alpine,2023,22,Abu Dhabi Grand Prix,84.078,0.6330000000000098,8,-0.3130000000000024
HAM,Mercedes,2023,22,Abu Dhabi Grand Prix,84.359,0.9140000000000016,12,0.570999999999998
HUL,Haas F1 Team,2023,22,Abu Dhabi Grand Prix,84.108,0.6630000000000109,10,-0.6559999999999917
LEC,Ferrari,2023,22,Abu Dhabi Grand Prix,83.584,0.13900000000001,2,-1.1539999999999964
MAG,Haas F1 Team,2023,22,Abu Dhabi Grand Prix,84.764,1.3190000000000026,18,0.6559999999999917
SAR,Williams,2023,22,Abu Dhabi Grand Prix,84.532,1.0870000000000033,16,0.2339999999999946
SAI,Ferrari,2023,22,Abu Dhabi Grand Prix,84.738,1.2930000000000064,17,1.1539999999999964
RUS,Mercedes,2023,22,Abu Dhabi Grand Prix,83.788,0.3430000000000035,4,-0.570999999999998
RIC,AlphaTauri,2023,22,Abu Dhabi Grand Prix,84.442,0.997,15,0.4739999999999895
ZHO,Alfa Romeo,2023,22,Abu Dhabi Grand Prix,85.114,1.6690000000000111,20,0.3260000000000076
VER,Red Bull Racing,2023,22,Abu Dhabi Grand Prix,83.445,0.0,1,-0.4230000000000018
TSU,AlphaTauri,2023,22,Abu Dhabi Grand Prix,83.968,0.5230000000000103,7,-0.4739999999999895
STR,Aston Martin,2023,22,Abu Dhabi Grand Prix,84.405,0.960000000000008,14,0.3209999999999979
